message_id,participant_id,scenario,condition,run_number,frame,sim_time,robot_id,robot_state,robot_x,robot_y,message_type,message_text,appear_timestamp_iso,clicked,click_timestamp_iso,time_to_click_seconds
robot1-7.47,P20251104220020_e05595,1,3,1,0,7.472958564758301,robot1,moving,9,10,on_track,"Moving to acquire package at Position (X9, Y10).",2025-11-04T22:00:22.478110,1,2025-11-04T22:00:23.769000,1.2908902168273926
robot2-7.47,P20251104220020_e05595,1,3,1,0,7.472958564758301,robot2,moving,11,10,on_track,"Moving to acquire package at Position (X11, Y10).",2025-11-04T22:00:22.478272,1,2025-11-04T22:00:23.412000,0.9337282180786133
robot3-7.47,P20251104220020_e05595,1,3,1,0,7.472958564758301,robot3,moving,10,10,on_track,"Moving to acquire package at Position (X10, Y10).",2025-11-04T22:00:22.478431,1,2025-11-04T22:00:24.462000,1.9835686683654785
robot1-27.47,P20251104220020_e05595,1,3,1,4,27.4727303981781,robot1,moving,9,10,on_track,"Moving to acquire package at Position (X9, Y10).",2025-11-04T22:00:26.157015,0,,
robot2-27.47,P20251104220020_e05595,1,3,1,4,27.4727303981781,robot2,moving,11,10,on_track,"Moving to acquire package at Position (X11, Y10).",2025-11-04T22:00:26.157310,0,,
robot3-27.47,P20251104220020_e05595,1,3,1,4,27.4727303981781,robot3,moving,12.548828125,12.409693644261546,on_track,"Moving to acquire package at Position (X13, Y12).",2025-11-04T22:00:26.157579,0,,
robot1-32.47,P20251104220020_e05595,1,3,1,5,32.472853660583496,robot1,moving,6.533203125,5.94421582075903,on_track,"Moving to acquire package at Position (X7, Y6).",2025-11-04T22:00:27.158632,0,,
robot2-32.47,P20251104220020_e05595,1,3,1,5,32.472853660583496,robot2,moving,9.833984375,14.39414723365341,on_track,"Moving to acquire package at Position (X10, Y14).",2025-11-04T22:00:27.158895,1,2025-11-04T22:00:27.898000,0.739105224609375
robot3-32.47,P20251104220020_e05595,1,3,1,5,32.472853660583496,robot3,moving,15.869140625,14.87882944673068,on_track,"Moving to acquire package at Position (X16, Y15).",2025-11-04T22:00:27.159176,1,2025-11-04T22:00:28.273000,1.1138241291046143
robot1-34.10,P20251104220020_e05595,1,3,1,6,34.103190183639526,robot1,moving,5.654296875,5.28577960676726,on_track,"Moving to acquire package at Position (X6, Y5).",2025-11-04T22:00:28.158514,0,,
robot2-34.10,P20251104220020_e05595,1,3,1,6,34.103190183639526,robot2,moving,9.62890625,15.564700502972107,on_track,"Moving to acquire package at Position (X10, Y16).",2025-11-04T22:00:28.158780,0,,
robot3-34.10,P20251104220020_e05595,1,3,1,6,34.103190183639526,robot3,moving,14.7265625,15.336076817558297,replan,"Route recalculated. Current Position (X15, Y15). Robot is 20 seconds behind of schedule.",2025-11-04T22:00:28.159125,1,2025-11-04T22:00:29.050000,0.8908751010894775
