message_id,participant_id,scenario,condition,run_number,frame,sim_time,robot_id,robot_state,robot_x,robot_y,message_type,message_text,appear_timestamp_iso,clicked,click_timestamp_iso,time_to_click_seconds
robot1-7.68,P20251104214718_fc28a2,3,3,1,0,7.684749126434326,robot1,moving,9,10,on_track,"Moving to acquire package at Position (X9, Y10). Weather has turned bad.",2025-11-04T21:47:20.817038,1,2025-11-04T21:47:22.216000,1.3989620208740234
robot2-7.68,P20251104214718_fc28a2,3,3,1,0,7.684749126434326,robot2,moving,11,10,on_track,"Moving to acquire package at Position (X11, Y10).",2025-11-04T21:47:20.817253,1,2025-11-04T21:47:21.737000,0.9197471141815186
robot3-7.68,P20251104214718_fc28a2,3,3,1,0,7.684749126434326,robot3,moving,10,10,on_track,"Moving to acquire package at Position (X10, Y10).",2025-11-04T21:47:20.817405,1,2025-11-04T21:47:21.349000,0.5315947532653809
robot3-22.69,P20251104214718_fc28a2,3,3,1,3,22.6851863861084,robot3,moving,9.326171875,8.687700045724737,on_track,"Moving to acquire package at Position (X9, Y9).",2025-11-04T21:47:23.695200,1,2025-11-04T21:47:24.779000,1.0838003158569336
robot1-27.68,P20251104214718_fc28a2,3,3,1,4,27.68447470664978,robot1,moving,9.47265625,10.589849108367627,on_track,"Moving to acquire package at Position (X9, Y11). Weather has improved.",2025-11-04T21:47:24.753845,0,,
robot2-27.68,P20251104214718_fc28a2,3,3,1,4,27.68447470664978,robot2,moving,11.46484375,9.227251943301326,on_track,"Moving to acquire package at Position (X11, Y9).",2025-11-04T21:47:24.754307,0,,
robot3-27.68,P20251104214718_fc28a2,3,3,1,4,27.68447470664978,robot3,moving,8.02734375,5.029721079103795,on_track,"Moving to acquire package at Position (X8, Y5).",2025-11-04T21:47:24.754465,0,,
robot1-32.68,P20251104214718_fc28a2,3,3,1,5,32.684391260147095,robot1,moving,8.662109375,15.272062185642433,on_track,"Moving to acquire package at Position (X9, Y15).",2025-11-04T21:47:25.814354,0,,
robot2-32.68,P20251104214718_fc28a2,3,3,1,5,32.684391260147095,robot2,carrying,11.23046875,7.690900777320531,on_track,"Transporting p1 to Position (X18, Y4). Currently at Position (X11, Y8).",2025-11-04T21:47:25.814721,0,,
robot3-32.68,P20251104214718_fc28a2,3,3,1,5,32.684391260147095,robot3,moving,4.62890625,2.2313671696387742,on_track,"Moving to acquire package at Position (X5, Y2).",2025-11-04T21:47:25.815135,1,2025-11-04T21:47:26.773000,0.95786452293396
robot1-37.08,P20251104214718_fc28a2,3,3,1,6,37.08220553398132,robot1,moving,7.548828125,19.076360310928212,on_track,"Moving to acquire package at Position (X8, Y19).",2025-11-04T21:47:26.715594,0,,
robot2-37.08,P20251104214718_fc28a2,3,3,1,6,37.08220553398132,robot2,carrying,14.4140625,5.459533607681756,on_track,"Transporting p1 to Position (X18, Y4). Currently at Position (X14, Y5).",2025-11-04T21:47:26.715813,0,,
robot3-37.08,P20251104214718_fc28a2,3,3,1,6,37.08220553398132,robot3,moving,3.33984375,5.523548239597622,replan,"Route recalculated. Current Position (X3, Y6). Robot is 16 seconds behind of schedule.",2025-11-04T21:47:26.717202,0,,
robot1-39.58,P20251104214718_fc28a2,3,3,1,9,39.58122372627258,robot1,carrying,6.81640625,18.52766346593507,on_track,"Transporting p5 to Position (X2, Y14). Currently at Position (X7, Y19).",2025-11-04T21:47:29.689017,1,2025-11-04T21:47:30.756000,1.0669827461242676
robot1-40.85,P20251104214718_fc28a2,3,3,1,10,40.85321116447449,robot1,carrying,5.9375,17.28395061728395,on_track,"Transporting p5 to Position (X2, Y14). Currently at Position (X6, Y17).",2025-11-04T21:47:30.777992,0,,
robot2-40.85,P20251104214718_fc28a2,3,3,1,10,40.85321116447449,robot2,carrying,14.70703125,4.581618655692729,replan,"Route recalculated. Carrying p1. Current Position (X15, Y5). Robot is 24 seconds behind of schedule.",2025-11-04T21:47:30.778490,0,,
