message_id,participant_id,scenario,condition,run_number,frame,sim_time,robot_id,robot_state,robot_x,robot_y,message_type,message_text,appear_timestamp_iso,clicked,click_timestamp_iso,time_to_click_seconds
robot1-7.47,P20251104222833_5bbb7a,1,0,1,0,7.472958564758301,robot1,moving,9,10,on_track,"Moving to acquire package at Position (X9, Y10).",2025-11-04T22:28:35.646492,1,2025-11-04T22:28:37.393000,1.7465078830718994
robot2-7.47,P20251104222833_5bbb7a,1,0,1,0,7.472958564758301,robot2,moving,11,10,on_track,"Moving to acquire package at Position (X11, Y10).",2025-11-04T22:28:35.646685,1,2025-11-04T22:28:37.093000,1.4463145732879639
robot3-7.47,P20251104222833_5bbb7a,1,0,1,0,7.472958564758301,robot3,moving,10,10,on_track,"Moving to acquire package at Position (X10, Y10).",2025-11-04T22:28:35.646807,1,2025-11-04T22:28:36.409000,0.7621932029724121
robot1-27.47,P20251104222833_5bbb7a,1,0,1,4,27.4727303981781,robot1,moving,9,10,on_track,"Moving to acquire package at Position (X9, Y10).",2025-11-04T22:28:41.220560,1,2025-11-04T22:28:47.270000,6.049440383911133
robot2-27.47,P20251104222833_5bbb7a,1,0,1,4,27.4727303981781,robot2,moving,11,10,on_track,"Moving to acquire package at Position (X11, Y10).",2025-11-04T22:28:41.220835,1,2025-11-04T22:28:42.734000,1.5131652355194092
robot3-27.47,P20251104222833_5bbb7a,1,0,1,4,27.4727303981781,robot3,moving,12.548828125,12.409693644261546,on_track,"Moving to acquire package at Position (X13, Y12).",2025-11-04T22:28:41.221010,1,2025-11-04T22:28:42.400000,1.178990125656128
robot1-32.47,P20251104222833_5bbb7a,1,0,1,5,32.472853660583496,robot1,moving,6.533203125,5.94421582075903,on_track,"Moving to acquire package at Position (X7, Y6).",2025-11-04T22:28:43.487880,1,2025-11-04T22:28:43.933000,0.44512033462524414
robot2-32.47,P20251104222833_5bbb7a,1,0,1,5,32.472853660583496,robot2,moving,9.833984375,14.39414723365341,on_track,"Moving to acquire package at Position (X10, Y14).",2025-11-04T22:28:43.488084,1,2025-11-04T22:28:46.201000,2.7129158973693848
robot3-34.10,P20251104222833_5bbb7a,1,0,1,6,34.103190183639526,robot3,moving,14.7265625,15.336076817558297,replan,"Route recalculated. Current Position (X15, Y15). Robot is 20 seconds behind of schedule.",2025-11-04T22:28:45.496105,1,2025-11-04T22:28:46.618000,1.1218945980072021
robot2-36.60,P20251104222833_5bbb7a,1,0,1,8,36.60157346725464,robot2,moving,9.3359375,17.83264746227709,on_track,"Moving to acquire package at Position (X9, Y18).",2025-11-04T22:28:48.768608,0,,
