message_id,participant_id,scenario,condition,run_number,frame,sim_time,robot_id,robot_state,robot_x,robot_y,message_type,message_text,appear_timestamp_iso,clicked,click_timestamp_iso,time_to_click_seconds
robot1-5.13,P20251109032033_d785c9,1,1,1,0,5.127362251281738,robot1,moving,9,10,on_track,"Moving to acquire  package  at Position (X9, Y10) in the  Strong('SW')  quadrant . ",2025-11-09T03:20:35.939582,1,2025-11-09T03:20:38.428000,2.488417863845825
robot2-5.13,P20251109032033_d785c9,1,1,1,0,5.127362251281738,robot2,moving,11,10,on_track,"Moving to acquire  package  at Position (X11, Y10) in the  Strong('SE')  quadrant . ",2025-11-09T03:20:35.939754,1,2025-11-09T03:20:38.049000,2.109245538711548
robot3-5.13,P20251109032033_d785c9,1,1,1,0,5.127362251281738,robot3,moving,10,10,on_track,"Moving to acquire  package  at Position (X10, Y10) in the  Strong('SW')  quadrant . ",2025-11-09T03:20:35.939875,1,2025-11-09T03:20:37.561000,1.6211254596710205
robot3-25.13,P20251109032033_d785c9,1,1,1,4,25.12954092025757,robot3,moving,12.548828125,12.409693644261546,on_track,"Moving to acquire  package  at Position (X13, Y12) in the  Strong('NE')  quadrant . ",2025-11-09T03:20:39.264523,0,,
robot1-30.13,P20251109032033_d785c9,1,1,1,5,30.12946343421936,robot1,moving,7.265625,6.090534979423868,on_track,"Moving to acquire  package  at Position (X7, Y6) in the  Strong('SW')  quadrant . ",2025-11-09T03:20:40.165305,0,,
robot2-30.13,P20251109032033_d785c9,1,1,1,5,30.12946343421936,robot2,moving,9.921875,14.10150891632373,on_track,"Moving to acquire  package  at Position (X10, Y14) in the  Strong('NW')  quadrant . ",2025-11-09T03:20:40.165461,0,,
robot3-30.13,P20251109032033_d785c9,1,1,1,5,30.12946343421936,robot3,moving,15.166015625,14.439871970736169,on_track,"Moving to acquire  package  at Position (X15, Y14) in the  Strong('NE')  quadrant . ",2025-11-09T03:20:40.165862,0,,
d6-discovered-30.13,P20251109032033_d785c9,1,1,1,5,30.12946343421936,System,N/A,7,5.5,discovery,Package  Strong('d6')  discovered by robot and it is en route to collect it.,2025-11-09T03:20:40.166010,0,,
robot1-32.68,P20251109032033_d785c9,1,1,1,6,32.675299644470215,robot1,moving,6.03515625,5.651577503429356,on_track,"Moving to acquire  package  at Position (X6, Y6) in the  Strong('SW')  quadrant . ",2025-11-09T03:20:44.356803,0,,
robot2-32.68,P20251109032033_d785c9,1,1,1,6,32.675299644470215,robot2,moving,9.62890625,15.564700502972107,on_track,"Moving to acquire  package  at Position (X10, Y16) in the  Strong('NW')  quadrant . ",2025-11-09T03:20:44.357001,0,,
